Method,Silh,Cal-Har,Dav-Bold
stages_mean_9_25_10_15,-0.038832966344753084,4.691015433971769,5.474445494249838
stages_med_10_25_10_15,-0.11965700605809566,4.634149327912089,5.311529972978784
stages_mode_10_25_10_15,-0.11965700605809566,4.634149327912089,5.311529972978784
stages_mean_10_25_10_15,-0.04730181785059696,4.518145703829637,5.449277365020277
stages_med_11_25_10_15,-0.12381821621384241,4.4203659707648395,5.068148346142906
stages_mode_11_25_10_15,-0.12381821621384241,4.4203659707648395,5.068148346142906
stages_mean_11_25_10_15,-0.05897519619616147,4.321975650400295,5.204409762262524
stages_med_12_25_10_15,-0.1308156518916708,4.251256025475099,4.921379353060024
stages_mode_12_25_10_15,-0.1308156518916708,4.251256025475099,4.921379353060024
stages_mean_12_25_10_15,-0.07510937153353878,4.141013282754946,5.063299290742491
stages_med_13_25_10_15,-0.11087703302258715,9.172386996503587,4.708347353872851
stages_mode_13_25_10_15,-0.11087703302258715,9.172386996503587,4.708347353872851
stages_mean_13_25_10_15,-0.10840272989002658,9.145876879702676,4.7047935023386565
stages_med_3_25_10_20,0.003114237549711302,8.54908879361451,5.405281005232614
stages_mode_3_25_10_20,0.003114237549711302,8.54908879361451,5.405281005232614
stages_mean_3_25_10_20,0.006559751418115481,6.685459317172406,5.757014077602695
stages_med_4_25_10_20,-0.01253515640664525,6.9090671068244855,5.552599426025861
stages_mode_4_25_10_20,-0.002782210412545219,7.065797290111638,5.576282602464998
stages_mean_4_25_10_20,-0.015432298617610354,5.612905348087614,6.081382197379346
stages_med_5_25_10_20,-0.016334127550800517,7.185683194931746,4.864679419406353
stages_mode_5_25_10_20,-0.008257625221709338,7.1721091982320315,4.98478608096106
stages_mean_5_25_10_20,-0.01840229517275254,5.151110371097151,6.4746374109453315
stages_med_6_25_10_20,-0.03499453217785063,6.12177182004105,5.514458506107691
stages_mode_6_25_10_20,-0.030224770682378513,6.110832089956908,5.573324910150254
stages_mean_6_25_10_20,-0.039956434641786075,5.275871872442336,6.283997517219849
stages_med_7_25_10_20,-0.041208652565140405,5.936998983719328,5.387677654250685
stages_mode_7_25_10_20,-0.03913508350142405,5.818985103367335,5.486536984356668
stages_mean_7_25_10_20,-0.04169702593627026,5.238187224042359,5.900004242757291
stages_med_8_25_10_20,-0.0429692071741751,5.467978813658287,5.1156167272697015
stages_mode_8_25_10_20,-0.04109632125607766,5.365663545464188,5.237826156596858
stages_mean_8_25_10_20,-0.04284999294494766,5.187034568073731,5.585129246769167
stages_med_9_25_10_20,-0.04956458730697308,5.016213768025056,5.398133884047284
stages_mode_9_25_10_20,-0.04722590944103677,4.967029449396647,5.2892524766054025
stages_mean_9_25_10_20,-0.049269974582776266,4.963100537205411,5.318995423663369
stages_med_10_25_10_20,-0.11960372729618021,4.632066893976789,5.365341485011535
stages_mode_10_25_10_20,-0.11965700605809566,4.634149327912089,5.311529972978784
stages_mean_10_25_10_20,-0.04717331583010024,4.50766525805308,5.626483620398738
stages_med_11_25_10_20,-0.1277085073792492,4.422775444198053,5.177671065513686
stages_mode_11_25_10_20,-0.12773998858034064,4.424669967538305,5.128751509120279
stages_mean_11_25_10_20,-0.06509265582759681,4.172687812678021,5.5606867689177
stages_med_12_25_10_20,-0.13074183192502561,4.249515283904808,4.967765191743895
stages_mode_12_25_10_20,-0.1308156518916708,4.251256025475099,4.921379353060024
stages_mean_12_25_10_20,-0.07240414632487534,4.0276031789612,5.333021478375255
stages_med_13_25_10_20,-0.13135380919059508,4.1744712138122395,4.737715577344404
stages_mode_13_25_10_20,-0.13135380919059508,4.1744712138122395,4.737715577344404
stages_mean_13_25_10_20,-0.08167483626645784,3.8792824352308566,5.3056847824615705
